'cichlasoma'	0
Stilbum	189F4C1
Stiletta	F990CB
Stilicoderus	756C49
Stilicus	1703DB
Stilida	ADB978
Stiliderus	756D0A
Stilidiacis	170440
Stilifer	144640E
Stilifolium	1A70468
Stiliger	14D12DE
Stilimella	170462
Stilipes	10D57C9
Stilivannuccia	15300ED
Stilla	14BF85A	1A704F3
Stillingfleetia	1A70514
Stillingia	20A3C6D
Stilobezzia	7DE543
Stilocladius	7F7DDF
Stiloculicoides	7DF28A
Stilodesmus	33E2CC
Stilomysis	115AFD0
Stilosoma	170485
Stilostomella	15C0FF9
Stilostomelloides	15E2757
Stilpnaroma	DF5B13
Stilpnaspis	579822
Stilpnoblatta	3904E1
Stilpnochlaena	ABC921
Stilpnochlora	100E4AF
Stilpnogaster	793283
Stilpnogyne	1D909CD
Stilpnolepis	1D90A1F
Stilpnopappus	1D90A7A
Stilpnophleum	1A7053A
Stilpnophyllum	1FAC306
Stilpnophyton	1A70570
Stilpnosoma	1704A8
Stilpnothorax	17053D
Stilpnotia	DF5B6B
Stilpnus	C53866
Stilpon	859D46
Stiltia	12DC133
Stiltissima	887B1E
Stilus	170563
Stimdromia	10E9D87
Stimegas	1A705C1
Stimenes	1A705E0
Stimomphis	1A705FF
Stimoryne	1A70620
Stimpsonia	1501467	1EA5796
Stimula	DBAE2A
Stimulator	146BD85
Stimulopalpus	106E2A3
Stinga	DBAE70
Stinoplus	C9FF83
Stinoptila	D94498
Stiobia	147B753
Stioclettia	1782F35
Stiodesmus	33E31E
Stipa	1C845E6
Stipacoccus	ACBBE0
Stipagrostis	1C86770
Stipator	170581
Stipax	26EC1A
Stipecampus	12A90A5
Stipecarinata	BAFD9B
Stipecoma	1F54DDF
Stipella	18E2C71
Stipellaria	1A7067D
Stipellula	1A706D1
Stiphidion	26FA5B
Stiphilus	532A4C
Stiphodon	124CE1C
Stiphra	1013E44
Stiphrogonium	30AFB8
Stiphrolamyra	7932E7
Stiphrometasia	D25E3A
Stiphromyrmex	BE8A36
Stiphroneura	F76C84
Stiphropella	284B4F
Stiphropus	284B97
Stiphrornis	12F88A0
Stiphrosoma	779DC5
Stipitochaete	162A602
Stipiturus	12F4944
Stipomoles	C53C48
Stiporyzopsis	1C86A55
Stiptanthus	1A70719
Stiptocnemis	73DD81
Stiptophyllum	188A020
Stiptopodius	73DDD2
Stiptotarsus	73DE7B
Stipula	170606
Stipularia	1FAC37B
Stipulicida	1E35B41
Stiracolpus	145F62D
Stiradotheca	1A7073F
Stirapleura	170623
Stirellus	A1160B
Stiremetra	13D015A
Stiretrus	AC0411
Stireurytoma	1706EA
Stirexephanes	C53C93
Stiria	E57513
Stiriodes	E575DD
Stirlingia	2165FD7
Stirobracon	B5085A
Stirogenium	17070E
Stiroglenea	170732
Stirojoppa	C53D6C
Stiroma	A5DC75
Stiromella	A5DD7B
Stiromesostenus	C53DC7
Stiromeurysa	A5DDD5
Stiromoides	A5DE22
Stironeurum	1A70765
Stiropis	A5DE6C
Stiropius	B508A5
Stiroptus	A4ECAE
Stirosoma	323B50
Stirostoma	B509C1
Stirothrinax	8D3CFD
Stirpis	AACEC7
Stirpulina	13F93DC
Stirtonanthus	1F148A6
Stirtonia	1654CAE	1A70789
Stirtoniella	170EABC
Stissera	1A707BE
Stisseria	1A70A49
Stittocapsus	AB974F
Stiva	170757
Stivalius	10935A6
Stixis	532A9B	1DF1818
Stizobembex	170776
Stizocephalus	AD68B9
Stizocera	532B26
Stizochymus	793390
Stizoides	B801A5
Stizolarra	17079B
Stizolestes	7933D4
Stizolobium	1A70A74
Stizolophus	1D90C0A
Stizomorphus	170822
Stizophyllum	1FD889D
Stizopygora	170845
Stizorhina	130641A
Stizoscepa	100E5A1
Stizostedion	17086C
Stizostedium	1708DA
Stizostrebla	854B16
Stizus	B8035A
Stlegicottus	170908
Stlengis	1281FB3
Stoasodon	17092F
Stobaea	1D90C86
Stobaera	A5DEB3
Stobbea	FC4D70
Stobbeola	17095A
Stobera	17097C
Stochastica	EB171F
Stochomys	133DC57
Stockophorus	EC82BB
Stocksia	220232D
Stoda	27D757
Stoeba	1709A9
Stoebe	1D90EDC
Stoeberhinus	EB176C
Stoeberia	1E07A05
Stoechadomentha	1A70B84
Stoecharthrum	150A9FC
Stoechas	1A70BFE
Stoerkia	1A70C66
Stoiba	579978
Stoibrax	1CC9235
Stoichactis	170A28
Stoidis	266682
Stokellia	121E605
Stokesia	1D9114E	22C1BD7
Stokoeanthus	1A70C8C
Stolarskicyathus	13A4B18
Stolas	579A52
Stolatosoma	95F473
Stolbax	A5DF81
Stolella	11B92BE
Stolephorus	11E0DC7
Stoliczia	11129E3
Stoliczka	24A854
Stoliczkaia	170AC5
Stoliczkia	13821F2
Stolidia	C8CA04	1A70CB3
Stolidodere	532D85
Stolidoptera	F0012E
Stolidosoma	82E712
Stolinus	170B02
Stollaea	1A70CD4
Stollia	170B26	18D52A1
Stolliana	FF8755
Stolonella	11A0C52
Stolonica	12D46CC
Stolonicyclops	11708B8
Stolonis	478B66
Stolonivector	1AD96E1
Stolonoclypus	170B42
Stolotermes	CBF73F
Stoloteuthis	1439486
Stolothrissa	11DF895
Stolus	13E1B43
Stolzia	FC4DDD	1BC1FEF
Stomacarus	2BC9F5
Stomachetosella	11B5DB8
Stomachicola	1544100
Stomacis	C53E45
Stomacoccus	AA05A3
Stomacontion	10CD8F1
Stomacrustula	119F7C5
Stomadena	1A70CF2
Stomafrontia	E5765C
Stomalepia	170B9A
Stomandra	1A70D12
Stomanomala	724F58
Stomaphis	383F70
Stomarotrum	170BBF
Stomarrhena	1A70D37
Stomatanthes	1D9119E
Stomatella	145D9F5
Stomatepia	123A9B7
Stomatia	145DB15
Stomatisora	18B3010
Stomatium	1E07ABC
Stomatocalyx	1A70D68
Stomatocera	170BE5
Stomatoceras	170C17
Stomatocerella	170F14
Stomatoceroides	170F36
Stomatochaeta	1D912AB
Stomatococcus	158DFCC
Stomatocolpodia	7CBE5E
Stomatodexia	95F4B7
Stomatogene	16636D0
Stomatogenella	17777BF
Stomatolepas	1185528
Stomatolina	145DB7B
Stomatomya	170FE4
Stomatopora	11BC02E
Stomatoporina	11BC0DA
Stomatorbina	15DE350
Stomatorhinus	1220506
Stomatosema	7CBEE5
Stomatostemma	1F54E76
Stomatotachina	95F53B
Stomatothrips	10967D2
Stomatrema	154C7AA
Stomatricha	15884E9
Stombus	171007
Stomglotrema	154D56E
Stomhypselosaria	11A6FFA
Stomianodon	171026
Stomias	12A5AE3
Stomiasunculus	171050
Stomina	7B0E80	95F58C
Stomiopeltella	16AA563
Stomiopeltina	162A631
Stomiopeltis	16AA64A
Stomiopeltites	162A655
Stomiopeltopsis	16AA84F
Stomiotheca	16AA8B4
Stomis	478C66
Stomoclista	EE52B7
Stomodes	66097A
Stomodesops	660A7A
Stomodon	171076
Stomoisia	1A70D90
Stomoloculina	15DB272
Stomolophus	13BDE6B
Stomonaxellus	478E4E
Stomophia	171098
Stomopneustes	13DA009
Stomopogon	899475
Stomopteryx	D47EA8
Stomorhina	1710B9	7B0F05	8D7E3E
Stomorhyna	17111F
Stomosis	888E86
Stomotoca	13AD1F7
Stomoxis	171149
Stomoxys	1711D6	779305	8994D1
Stomozoa	12D1BA9
Stomphastis	DA4FF3
Stomphax	171404
Stomphia	1389D27
Stomyles	171428
Stomylia	17144A
Stomylomyia	7A801C
Stonasla	A11743
Stonea	1AD3479
Stoneana	A11797
Stoneiella	17146A
Stonemyia	92F4B3
Stoneobryum	1ACD936
Stoneola	976841
Stonesia	20CABF1
Stonesiella	1F1490A
Stonogobiops	124CFF1
Stonychophora	101C152
Stonychota	E576A9
Stonyx	7A80A7
Stopinaca	1A70DC8
Storchia	2A3D22
Storckiella	1F14958
Storena	28C045
Storenomorpha	28C3A4
Storenosoma	1F1B83
Storeria	1356E09
Storeus	660AC7
Storeya	CA0002
Storeyandra	532DE0
Storeyus	55D2F9
Stormia	1A70DEA
Stormsia	144D066
Storniza	17148D
Stornophilacris	101F57E
Storosa	28C458
Storozhenkoana	FCB619
Storrsia	123E23C
Storthocalyx	220237A
Storthodontus	478EA5
Storthophorus	1714BD
Storthoptera	E576F1
Storthosphaera	15EB22A
Storthotropis	323B9B
Storthygocerus	171531
Storthyngomerus	793462
Storthyngura	1141C4F
Storthyngurella	1141E6E
Stosatea	3344AE
Stosicia	14865D7
Stossichia	171564
Stosta	C7B774
Stothis	171584
Stotzia	A3FFD3
Stouffera	17623EB
Stozia	1715AA
Straba	1715DD
Strabala	57A1D8
Strabena	171600
Straberax	2FC6DC
Strabomantis	12C86A3
Strabonia	1A70E0C
Strabops	3B140C
Straboscopus	3B1452
Strabotes	C53E90
Strabozebrias	171620
Strabus	3B14D4	660E40
Stracena	DF5BF6
Stracheya	1F149B1
Stracilla	DF5CB1
Stradorhynchus	152B0A8
Straelenia	9C3655
Stragania	A117EC
Stragulorhynchus	15157EB
Stragulotingis	AE48CA
Strahlaxius	1119A48
Strakaea	1A70E2F
Straliga	6FF6DB
Stramenaspis	A76C00
Stramentopappus	1D9133E
Stramia	660E8D
Straminergon	1AB8F9A
Stramonita	14B68EE
Stramonium	1A70E54
Strandanna	ACBC2D
Strandella	22C1D4
Strandesia	118F3F7
Strandiana	9B7F48
Strandiata	532E29
Strandichthys	17164F
Strandiellum	26EC61
Strandiellus	33457A
Strandillus	171674
Strandimyia	80583C
Strandiscocera	171696
Strandius	1716BA
Straneoa	478F8E
Straneoites	478FE9
Straneostichus	479030
Straneotia	4790BD
Strangalepta	532E90
Strangalia	532EE3
Strangalidium	533858
Strangaliella	1716EB
Strangalina	171718
Strangaliodes	660F2D
Strangalis	1717C9
Strangalomorpha	5338C1
Strangania	1717EC
Strangea	2166095
Strangesta	14D9A91
Strangomera	17180E
Strangospora	16FCD8F
Strangulidium	162A679
Strangweja	1A70EC6
Stranvaesia	21BA33B
Strasburgeria	1E54384
Strasseria	313429	164E557
Strasseriopsis	164E614
Strategis	171832
Strategoconus	171851
Strategus	68B58D
Strateuma	1A70EF4
Strathocles	E5773B
Straticus	661044
Stratioceros	533992
Stratiodrilus	1B07E6
Stratioleptis	1718A9
Stratiomis	1718CD
Stratiomydas	8A89D0
Stratiomyella	90E015
Stratiomyia	1718F0
Stratiomys	90E05B
Stratiopisthius	3D9E91
Stratiopontotes	1174D6B
Stratiorrhina	3D9EDD
Stratiorrhynchus	3D9F3B
Stratiosphecomyia	90E799
Stratiotes	47910A	1AF6D74
Stratiothyrea	84CF96
Stratiphoromyces	164E63F
Stratisporella	16B0D2E
Stratocles	105685E
Stratone	5339DD
Stratospongilla	15677F9
Strattis	66108D
Strattonia	17C89E0
Stratyomys	171B2E
Strauchia	10DD520
Straussia	1A70F27
Straussiella	1DEEAC1
Strauzia	976888
Stravadium	1A70FC9
Strebanthus	1A7111A
Strebla	854B63
Streblacantha	1600F28
Streblacanthus	1FCF66A
Streblanthera	1A7115F
Streblidia	1A71194
Streblina	1A711B7
Streblocarpus	1A711DA
Streblocera	B50A0B
Strebloceras	14700E6
Streblocerus	2F6FAF
Streblochaete	1A71234
Streblognathus	BE8A81
Strebloides	15DA109
Streblopus	73DEDC
Streblorrhiza	1F149F9
Streblosa	1FAC432
Streblosiopsis	1FAC5B9
Streblosoma	1EB4FC
Streblospio	1E3ABA
Streblote	DC714B
Streblotrichum	1AD34BD
Streblus	15E2173	2192CFD
Streetsia	10D05DB
Strejcekia	CA0050
Streleskia	1A71281
Strelitzia	1C999CE
Strelitziana	16DEC60
Strelkowella	22BAB0D
Strempelia	1A712A1
Strempeliopsis	1F54ED5
Strenaphis	384138
Streneoderma	3B15F2
Strengeria	171B84
Strengeriana	1115B21
Streniastis	D48293
Strenophila	D482E7
Strenzkea	2E5473
Streonus	AACF0E
Strepera	12EB173
Strephium	1A712F4
Strephomescinia	EE5300
Strephonema	210AAFA
Strepsanthera	1A7134A
Strepsia	1A71371
Strepsiceros	171BD5
Strepsichlora	D944F4
Strepsichordaia	155A19C
Strepsicrates	F368C7
Strepsigonia	D2DDEC
Strepsimanes	E577C6
Strepsimela	1A71391
Strepsinoma	D25E9E
Strepsiphus	1A713B3
Strepsiphyla	1A713D6
Strepsitaurus	14D45EC
Strepsylla	108EE32
Streptachne	1A71401
Streptacidiphilus	1594560
Streptalon	1A71486
Streptanthella	1DEEB24
Streptanthera	1A714AB
Streptanthus	1DEEB7D
Streptanus	A11862
Streptelopus	32AFF3
Strepternos	1BF795
Strepterothrips	1098F24
Streptia	1A714E6
Streptilon	1A7150C
Streptima	1E38A0B
Streptium	1A7152D
Streptoalloteichus	159413F
Streptobacillus	15A6DB4
Streptobela	171BFB
Streptobotrys	174F89D
Streptocalypta	1AD350D
Streptocalyx	1A7154C
Streptocara	14FBEA6
Streptocarpus	1FEBEC6
Streptocaulon	1F54F49
Streptocaulus	13B113A
Streptocephalus	2F196F
Streptocerus	6D0DFA
Streptochaeta	1C86A9C
Streptochilus	15D82AA
Streptocionella	1452E89
Streptocitta	1301184
Streptocladosoma	3345D0
Streptococcus	15A0DC5
Streptoconus	171C21
Streptocranus	6610E3
Streptodajus	1135B87
Streptodiplosis	7CBFD2
Streptodonta	1D5E38
Streptoechites	1F5505F
Streptoglossa	1D9138F
Streptognatha	157C2A4
Streptogonopus	33463B
Streptogyna	1C86AF9
Streptolabis	533A4C
Streptolirion	1BD5A1C
Streptoloma	1DEEFA5
Streptolophus	1C86B5E
Streptolus	35A218
Streptomanes	1A716AF
Streptomonospora	159323C
Streptomyces	15945ED	162A6A6
Streptopalpia	EE534E
Streptopelia	12DF537
Streptoperas	D2DE9D
Streptopetalum	20BB53F
Streptophlebia	CE6CB5
Streptophorus	171C46
Streptopinna	1418406
Streptopodium	1724C91
Streptopogon	1AD357D
Streptoprocne	12D85EE
Streptopsyche	10A7FA5
Streptopus	1BE3631
Streptopyx	A11934
Streptosaurus	171CD5
Streptosiphon	1FCF729
Streptosolen	22369BF
Streptospinigera	1D5E8D
Streptosporangium	1596786
Streptostachys	1C86BAA
Streptostigma	1A716D1
Streptosyllis	1D5EFE
Streptothamnus	1DBF16D
Streptotheca	162A6CC
Streptothrix	176B639
Streptothyris	CFD8E2
Streptotinia	174F90B
Streptotrachelus	1A716F8
Streptotrichum	1AD35FD
Streptoura	1A7171F
Streptoverticillium	1595F8F
Streptylis	1A71744
Stresemannia	12F5BD0
Stretchia	E57810
Streyella	D48331
Striabenna	A38FD5
Striadorbis	14486D9
Strializa	171CF9
Striamea	20DDD3
Striaptera	E57888
Striarca	14012D1
Striarcana	1452EDB
Striaria	311768
Striarina	119C5F5
Striatacanthocinus	533A98
Striatacanthus	CA00A1
Striatanaesthetis	533AEB
Striatanus	A1198A
Striatestea	14866AA
Striateurytoma	BCB907
Striatheca	3A3A1A
Striatobalanus	1184619
Striatobates	2E063B
Striatodecospora	17E0276
Striatodoma	171D1F
Striatodora	14E70B4
Striatoguraleus	14A6366
Striatoidium	1724D01
Striatophasma	F55A19
Striatoppia	2D6B4F
Striatoptycholaemus	533B40
Striatorbina	15DCD87
Striatorsidis	533BC5
Striatosedulia	FC4EA6
Striatosphaeria	177ED77
Striatospora	22D3DEE
Strickeria	17777FC
Stricklandia	171D42	1A71768
Stricklandiana	479164
Stricklandiella	171DBC
Stricklandina	ACBC77
Stricteripus	47920F
Stricticomus	3A59A5
Strictispira	14C03F8
Strictogonia	A119E9
Stridoblatta	171DE4
Stridulattus	171E07
Striella	1150314
Striga	20330F1
Strigamia	2FCA16
Strigania	E578D2
Strigatella	171E2D
Strigea	1538D34
Strigia	47926F
Strigidia	724FBA
Strigilia	1A7178F
Strigilla	142BF6B
Strigillina	171E9F
Strigina	1A718F0
Strigiphilus	105A12D
Strigiphlebia	E5792D
Strigivenifera	DD286D
Striglia	162A713
Striglina	F057CE
Strigocis	57CC6D
Strigocuscus	132EBDC
Strigoderma	7252E8
Strigodermella	171ECC
Strigodius	3C4595
Strigomerodes	4792D0
Strigomerus	479355
Strigopagurus	10E800B
Strigoplus	284C92
Strigopodia	16607AA
Strigops	13104F2
Strigosella	145DBBF	1DEF004
Strigota	756D72
Strigula	16DE1EF
Strilia	162A8AF
Strilloma	117E01F
Strinatacarus	2CECC7
Strinatia	FEDD60
Stringaspidiotus	A76C49
Stringopotaenia	150CD6A
Stringops	171EF6
Strinsia	171F1A
Striocadulus	14E2750
Striodentalium	14E1035
Strioderes	533C16
Striodiplodia	167921A
Striodostomia	1452F28
Striolaria	1A7190E
Striomecyna	533C5F
Striomiaena	533CAF
Strionemadiplodia	164E683
Strionila	171F37
Striononyma	533CFE
Striophytoecia	533D57
Striopraonetha	171F56
Striopsylla	1093634
Striopulsellum	14E2917
Striosia	CE6D04
Striosphaeropsis	164E6CE
Striospira	171F7E
Striostilbula	B9E897
Striostrea	14130B3
Strioterebrum	14C12DD
Stripenia	661192
Striphnopteryx	D3435C
Stripsipher	55D342
Stristernum	FC4F10
Striuntius	11FB59E
Strix	13123D7
Strixomyia	F5CB28
Strobelia	976958
Strobidia	1A71930
Strobila	1A71968
Strobilacanthus	1FCF779
Strobilanthes	1FCF7D0
Strobilanthopsis	1FD12AC
Strobilaspis	90E7E8
Strobilidium	22C9624
Strobiligera	145B2B5
Strobilocapsus	AB9796
Strobilocarpus	1A7198B
Strobilocephalus	15104D5
Strobilochelifer	2AF2B5
Strobiloestrus	8AC0A3
Strobilofungus	162A8D9
Strobilomyces	1853DF1
Strobilomyia	779349
Strobilopanax	1A719B5
Strobilopsis	204A9DC
Strobilorhachis	1A719F6
Strobiloscypha	176B6D6
Strobilotoma	A4ECF6
Strobilurus	137CB41	182E986
Strobisia	D483A0
Stroblia	171FA2
Strobliella	7CC01C
Strobliola	80587F
Strobliomyia	171FC1
Stroblophila	7CC08D
Strobocalyx	1D91429
Strobon	1A71A38
Strobopagurus	11044DA
Strobopetalum	1A71A64
Strobus	1A71A8F
Stroemia	1A71AF2
Stroemiellus	1FE8AD
Stroganowia	1A71B6A
Stroggylocephalus	A11A3F
Strogulomorpha	FEDDBD
Strogylocephala	9BBD1B
Stromanthe	1C98B02
Stromaster	17C2055
Stromateoides	171FE6
Stromateus	1271072
Stromatinia	174F96B
Stromatiodes	533DA1
Stromatioides	17200C
Stromatitica	CFD932
Stromatium	533DEC
Stromatocrea	1796C76
Stromatocyphella	1824854
Stromatographium	1777B24
Stromatoidea	172030
Stromatonectria	1796CCE
Stromatoneurospora	17E02C9
Stromatopelma	278459
Stromatopogon	164E6FE
Stromatopteris	224D412
Stromatopycnis	164E73F
Stromatoscypha	1832796
Stromatoseptoria	16A0BA4
Stromatosphaeria	162A8FE
Stromatospongia	1554096
Stromatostysanus	164E76B
Stromatothelium	162A9A9
Stromaturus	1544158
Strombidinopsis	22C97F3
Strombidion	22CB17C
Strombidium	22CB1E0
Strombiformis	172053	22CB753
Strombilidium	22CB7A7
Strombina	149C2E0
Strombinoturris	1496E42
Strombocactus	1E223D2
Strombocardeniopsis	FC4F5F
Strombocarpa	1A71C84
Strombococcus	ACBCC5
Strombocodia	7934C9
Strombodurus	1A71CD4
Strombophorus	6611DE
Strombopoma	147B79A
Stromborhinus	661370
Stromborrhinus	6613DD
Stromboscerus	681D65
Strombosia	21D80F2
Strombosiopsis	21D825A
Strombulidens	1AB042E
Strombus	1487864
Stromne	162A9CD
Strongilosoma	172098
Strongwellsea	18E0FFE
Strongygaster	95F5CF
Strongylacidon	1568871
Strongylacron	117550F
Strongylamma	15725BF
Strongylaspis	533ED8
Strongylazoma	1720D1
Strongyleuma	162A9E8
Strongyliceps	22C247
Strongylidium	22B678E
Strongylium	162AA12	22A1707
Strongylocaryum	1A71CF7
Strongylocassis	57A237
Strongylocentrotus	13D1DA9
Strongylodemas	A7C9BC
Strongyloderus	100E5F8
Strongylodesma	156D7EF
Strongylodesmus	33F247
Strongylodon	1F14A45
Strongylogaster	1720F3
Strongylognathus	BE8AD0
Strongyloides	14FBC76
Strongylolabis	767338
Strongyloma	1A71D2E
Strongylomma	A11AB4
Strongylomopsis	1A71D69
Strongylomorpha	323BEE
Strongyloneura	8D7F6C
Strongyloneuropsis	17211B
Strongylophora	172146
Strongylophthalmyia	9661A1
Strongylopora	11A6714
Strongylopsalis	76738F
Strongylopsis	C53EE5	162AA36
Strongylopterus	66142B
Strongylopus	12C3A89
Strongylorhinus	6614B3
Strongylorrhinus	661503
Strongylosia	E57978
Strongylosoma	3346E6
Strongylosomides	323C6C
Strongylosomum	31D822
Strongylosperma	1A71D8F
Strongylostoma	152EEC0
Strongylotes	66155B
Strongylothallus	164E7B8
Strongylura	11CCD26
Strongylurella	1721E0
Strongylurus	534018
Strongylus	14FD3DA
Strophacanthus	1A71DBD
Strophades	1A71E27
Strophaeus	2007CA
Strophalingias	CFD984
Strophalinx	A5DFC5
Strophanthus	1F550B4
Stropharia	183D864
Strophedra	F36998
Strophedromorpha	F369E9
Strophia	172206
Strophidia	F3D94E
Strophidon	11C3961
Strophiella	172227
Strophingia	A9A777
Strophioblachia	20A4280
Strophiodiscus	1A71E48
Strophiola	FEDE4D
Strophiona	53416B
Strophiostoma	1A71E6D
Strophipogon	79350C
Strophipora	11A677F
Strophis	1A71EA7
Strophitus	141D371
Strophium	1A71EC6
Strophiurichthys	17224C
Strophius	284D02
Strophobolus	34CDC8
Strophocactus	1E2248F
Strophocardia	140321E
Strophocaulos	1A71EE8
Strophocerus	E7A667
Strophogastra	756DCB
Strophognathus	90E844
Stropholirion	1A71F0C
Stropholoma	183DE53
Strophomenia	14E4273
Strophomorphus	661657
Strophopappus	1D914D0
Strophopoda	AB97DE
Strophopteryx	106CEE2
Strophosoma	661882
Strophosomus	66191B
Strophostyles	1F14BB2
Strophura	17227C
Strophurus	135BEA9
Stropis	FC4FB5
Strossmayeria	173EF4D
Strotarchus	23A40B
Stroter	DD28B8
Stroteroides	DD290E
Strotheria	1D91587
Strotometra	13CF55E
Stroudia	BC23E2
Strouhalium	756E1B
Strouhaloniscellus	1154E6F
Struba	E7A71A
Strubellia	1460C1A
Struchium	1D915D6
Struckia	1AC33B0
Struebingianella	A5E009
Strugia	147B7EF
Strukeria	1A71F34
Strumadoretus	725634
Strumaria	1B16636
Strumella	DC74C2	176B726
Strumellopsis	164E7E7
Strumeta	17229E
Strumigenys	BE8C0B
Strumiger	FF87E7
Strumosella	A2C1EF
Strumoseura	A2C24A
Strumpfia	1FAC60B
Strunkobia	2AAF1A
Struthanthus	21CF54C
Struthidea	12E9848
Struthio	1312853
Struthiobosca	854C9E
Struthiola	21077C3
Struthiolaria	14880C2
Struthiolopsis	1A71F55
Struthiopieris	1A71F83
Struthiopteris	1A71FA7
Struthoscelis	EB17B9
Struwela	1C1FE6
Strychnodaphne	1A7236E
Strychnopsis	216DDFF
Strychnos	1F6855C
Strymon	DE805E
Stryphnaula	F40CC6
Stryphnocopa	DCB042
Stryphnodendron	1F14C2F
Stryphnodes	F105E6
Stryphnus	15553E6
Strzeleckya	1A723C9
Stschapovella	1EB6EF
Stuardomyia	95F67F
Stuardosatyrus	E9612C
Stuartella	165D2B7
Stuartia	15D5B05
Stuartina	1D91652
Stubendorffia	1DEF144
Stuckenbergiella	85082D
Stuckenbergina	92F561
Stuckenbergiola	90E891
Stuckenbergomyia	859F87
Stuckenia	1AF8DBC
Stuckertiella	1D916A5
Studeria	13D3448
Studeriotes	139B57C
Stuebelia	1A723EE
Stuessya	1D916FF
Stugeta	DE8432
Stuhlmannia	1F14DF2
Stuhlmannium	479466
Stultitia	1A72415
Stultutragus	5341D8
Stumpffia	12C2193
Stupidogobius	1722FE
Stupkaiella	8D0AC6
Sturio	172326
Sturiosoma	17235A
Sturisoma	129B091
Sturisomatichthys	129B163
Sturmella	AACF60
Sturmia	95F6C6	1A72476
Sturmiellina	95F96C
Sturmimasiphya	95F9B4
Sturmioactia	95F9FB
Sturmiodexia	95FA42
Sturmiomima	95FA89
Sturmiopsis	95FAD1
Sturmiopsoidea	95FB49
Sturmozetes	2D136C
Sturnella	12F2DC2
Sturnia	13011D7
Sturnidoecus	105A18C
Sturnira	1327C0B
Sturnirops	172380
Sturnornis	1301242
Sturnus	130128B
Sturovia	1723A0
Sturtia	1A72557
Stussenia	212840F
Stutzeria	1A72579
Styanax	661FDF
Styasasia	1A7259E
Stychodactyla	1723D9
Stychoides	534285
Stychoparmena	5342D2
Stychophyllum	1A725BE
Styela	12D47ED
Styelopsis	12D4AA1
Stygamoeba	22A2F9C
Stygarctus	1586122
Stygasellus	112ACC1
Stygeopetes	6620B5
Stygeromyia	8995B9
Stygia	D0150E
Stygichthys	11D8908
Stygicola	1723FE
Stygiiulus	172427
Stygina	17244A
Stygiochelifer	2AF30F
Stygiochiropus	334FC4
Stygiochthonius	2B4A82
Stygiodrina	E579C2
Stygioglomeris	17246F
Stygioides	D015AD
Stygiolobus	158B0A0
Stygiomedusa	13BE525
Stygiomyces	164E814
Stygiomysis	115B752
Stygionympha	E9617E
Stygionyx	E57A0A
Stygiopontius	1187176
Stygiosoma	30A8BC
Stygiotrechus	4794B7
Stygitropha	F36A34
Stygnanthe	1A725E2
Stygnesis	1724BE
Stygnobrotula	12197C6
Stygnocoris	AD690C
Stygobromus	10C6701
Stygocapitella	1B4899
Stygocarella	10D7114
Stygocaris	10D7169
Stygocyathura	112461A
Stygodiaptomus	116C43F
Stygodyticola	152CA57
Stygogenes	1724E0
Stygohalacarus	2EDE06
Stygolaophonte	11799FA
Stygomomonia	2EEFEC
Stygonectes	172521
Stygonitocrella	1172973
Stygonyx	10C6C09
Stygoparnus	68299A
Stygopholcus	248722
Stygophrynus	1EC8AB
Stygoporus	699D13
Stygopyrgus	147B83A
Stygotantulus	1166BA7
Stygothelphusa	10F00CA
Stygotonia	2A3E1D
Stylacium	17264B
Stylaclista	B881CD
Stylacontarium	160068C
Stylactaria	13ABADF
Stylactella	17266F
Stylactis	1726A5
Stylago	1A72601
Stylagrostis	1A7261E
Stylandra	1A726C2
Stylantheca	13AEF0C
Stylantheus	57A285
Stylanthus	1A726E0
Stylapterus	2131F1B
Stylaraea	13A655D
Stylaria	172760	1A893C	1AC892
Stylarioides	1E8554
Stylarthropus	1A72703
Stylascalaphus	F5CB71
Stylaspergillus	164E841
Stylaster	13AEF6F
Stylasterias	13C2D4C
Stylatopsocus	10859B4
Stylatractus	16006DF
Stylatula	139FD0C
Stylaxia	172788
Stylaxinella	1727B3
Stylea	1727EB
Stylephorus	121126C
Stylesia	1A7275B
Styletoentomon	3672A7
Styletta	8BBCC6
Styleurodon	1A72787
Stylexia	1A727AD
Stylia	9769EA
Styliceps	534321
Stylicletodes	1175562
Stylidia	172808
Stylidium	143EF85	1DBD26D
Stylifer	172829
Stylifera	10C1B8E
Styliferina	1449F23
Stylina	18A3A4F
Stylinos	172882
Styliola	14DA91F
Stylipus	1A727D5
Stylis	1A727F2
Styliscus	662102
Stylisma	222550B
Stylissa	155F71F
Stylites	1A72810
Stylobasis	EE539D
Stylobasium	1F24758
Stylobates	1389072	17E53A6
Stylobrachydesmus	33ACD5
Stylocentrus	AACFA8
Styloceras	1728E7	1DF2D02
Styloceylonius	33E380
Stylochaeta	13F3FB0
Stylochaeton	1AF4142
Stylocheilus	1461723
Stylocheiron	1120D88
Stylochirus	295CC9
Stylochlamydium	16012B7
Stylochoplana	1524FA2
Stylochus	152586A
Stylocidaris	13D42D9
Stylocline	1D91756
Stylocoeniella	13A0E15
Stylocometes	22BBDB1
Stylocordyla	155C302
Stylocoronella	13BEB57
Stylocoryna	1A72839
Styloctenium	132969A
Styloctetor	22C29B
Stylocydromia	859FDB
Stylodactyloides	1119AA5
Stylodactylus	1119AFB
Stylodesmus	33E3D0
Stylodictya	1601316
Stylodipus	1335CBC
Stylodiscus	1A72ABC
Stylodon	1A72AE1
